rpi,ruth,single_cell_18650,037_3000mAh,0,labjack,true,4.1172,1635807603541
rpi,ruth,single_cell_18650,037_3000mAh,0,labjack,true,4.1172,1635807903360
rpi,ruth,single_cell_18650,037_3000mAh,0,labjack,true,4.1193,1635808203080
rpi,ruth,single_cell_18650,037_3000mAh,0,labjack,true,4.1183,1635808503873
rpi,ruth,single_cell_18650,037_3000mAh,0,labjack,true,4.1178,1635808803620
rpi,ruth,single_cell_18650,037_3000mAh,0,labjack,true,4.1172,1635809103329
rpi,ruth,single_cell_18650,037_3000mAh,0,labjack,true,4.1188,1635809403119
rpi,ruth,single_cell_18650,037_3000mAh,0,labjack,true,4.1167,1635809703822
rpi,ruth,single_cell_18650,037_3000mAh,0,labjack,true,4.1183,1635810003654
rpi,ruth,single_cell_18650,037_3000mAh,0,labjack,true,4.1162,1635810303364
rpi,ruth,single_cell_18650,037_3000mAh,0,labjack,true,4.1172,1635810603055
rpi,ruth,single_cell_18650,037_3000mAh,0,labjack,true,4.1172,1635810903779
rpi,ruth,single_cell_18650,037_3000mAh,0,labjack,true,4.1178,1635811203499
rpi,ruth,single_cell_18650,037_3000mAh,0,labjack,true,4.1172,1635811503322
rpi,ruth,single_cell_18650,037_3000mAh,0,labjack,true,4.1178,1635811803051
rpi,ruth,single_cell_18650,037_3000mAh,0,labjack,true,4.1188,1635812103878
rpi,ruth,single_cell_18650,037_3000mAh,0,labjack,true,4.1178,1635812403680
rpi,ruth,single_cell_18650,037_3000mAh,0,labjack,true,4.1178,1635812703395
rpi,ruth,single_cell_18650,037_3000mAh,0,labjack,true,4.1162,1635813003200
rpi,ruth,single_cell_18650,037_3000mAh,0,labjack,true,4.1172,1635813303993
rpi,ruth,single_cell_18650,037_3000mAh,0,labjack,true,4.1167,1635813603727
rpi,ruth,single_cell_18650,037_3000mAh,0,labjack,true,4.1167,1635813903449
rpi,ruth,single_cell_18650,037_3000mAh,0,labjack,true,4.1172,1635814203154
rpi,ruth,single_cell_18650,037_3000mAh,0,labjack,true,4.1172,1635814503982
rpi,ruth,single_cell_18650,037_3000mAh,0,labjack,true,4.1183,1635814803810
rpi,ruth,single_cell_18650,037_3000mAh,0,labjack,true,4.1188,1635815103513
rpi,ruth,single_cell_18650,037_3000mAh,0,labjack,true,4.1178,1635815403236
rpi,ruth,single_cell_18650,037_3000mAh,0,labjack,true,4.1178,1635815703067
rpi,ruth,single_cell_18650,037_3000mAh,0,labjack,true,4.1172,1635816003794
rpi,ruth,single_cell_18650,037_3000mAh,0,labjack,true,4.1167,1635816303525
rpi,ruth,single_cell_18650,037_3000mAh,0,labjack,true,4.1178,1635816603242
rpi,ruth,single_cell_18650,037_3000mAh,0,labjack,true,4.1178,1635816903965
