dallas,ruth,mrazak,96928329000,14,labjack,true,20.875,1635807604595
dallas,ruth,mrazak,910462155048,14,labjack,true,21.0625,1635807605467
dallas,ruth,mrazak,1052176647976,14,labjack,true,21.0625,1635807606337
dallas,ruth,mrazak,96928329000,14,labjack,true,20.875,1635807907436
dallas,ruth,mrazak,910462155048,14,labjack,true,21.0,1635807908308
dallas,ruth,mrazak,1052176647976,14,labjack,true,21.0,1635807909181
dallas,ruth,mrazak,96928329000,14,labjack,true,20.8125,1635808204134
dallas,ruth,mrazak,910462155048,14,labjack,true,20.9375,1635808205005
dallas,ruth,mrazak,1052176647976,14,labjack,true,20.9375,1635808205875
dallas,ruth,mrazak,96928329000,14,labjack,true,20.8125,1635808507951
dallas,ruth,mrazak,910462155048,14,labjack,true,20.9375,1635808508824
dallas,ruth,mrazak,1052176647976,14,labjack,true,20.875,1635808509696
dallas,ruth,mrazak,96928329000,14,labjack,true,20.75,1635808807686
dallas,ruth,mrazak,910462155048,14,labjack,true,20.875,1635808808557
dallas,ruth,mrazak,1052176647976,14,labjack,true,20.875,1635808809427
dallas,ruth,mrazak,96928329000,14,labjack,true,20.75,1635809104383
dallas,ruth,mrazak,910462155048,14,labjack,true,20.875,1635809105254
dallas,ruth,mrazak,1052176647976,14,labjack,true,20.875,1635809106126
dallas,ruth,mrazak,96928329000,14,labjack,true,20.6875,1635809407176
dallas,ruth,mrazak,910462155048,14,labjack,true,20.8125,1635809408051
dallas,ruth,mrazak,1052176647976,14,labjack,true,20.8125,1635809408921
dallas,ruth,mrazak,96928329000,14,labjack,true,20.6875,1635809704875
dallas,ruth,mrazak,910462155048,14,labjack,true,20.8125,1635809705746
dallas,ruth,mrazak,1052176647976,14,labjack,true,20.75,1635809706618
dallas,ruth,mrazak,96928329000,14,labjack,true,20.625,1635810007713
dallas,ruth,mrazak,910462155048,14,labjack,true,20.75,1635810008587
dallas,ruth,mrazak,1052176647976,14,labjack,true,20.75,1635810009458
dallas,ruth,mrazak,96928329000,14,labjack,true,20.625,1635810307422
dallas,ruth,mrazak,910462155048,14,labjack,true,20.75,1635810308294
dallas,ruth,mrazak,1052176647976,14,labjack,true,20.6875,1635810309168
dallas,ruth,mrazak,96928329000,14,labjack,true,20.625,1635810607142
dallas,ruth,mrazak,910462155048,14,labjack,true,20.6875,1635810608013
dallas,ruth,mrazak,1052176647976,14,labjack,true,20.6875,1635810608885
dallas,ruth,mrazak,96928329000,14,labjack,true,20.625,1635810907866
dallas,ruth,mrazak,910462155048,14,labjack,true,20.75,1635810908737
dallas,ruth,mrazak,1052176647976,14,labjack,true,20.75,1635810909610
dallas,ruth,mrazak,96928329000,14,labjack,true,20.625,1635811204564
