#group,false,false,false,false,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,double,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,
,result,table,_time,_value,TempCarrier,TempSenKey,TempUlId,TempValid,_field,_measurement,host
,,1,2021-05-31T07:16:46.883Z,5678,cra,20dafac009a,50x29196abf8,true,TempKey,temperature_external,spongebob
,,2,2021-05-30T00:57:47.665Z,9.5,cra,5ee0fac0028,50x29196abf8,true,TempDecimal,temperature_external,spongebob
,,2,2021-05-30T02:14:52.822Z,8.9375,cra,5ee0fac0028,50x29196abf8,true,TempDecimal,temperature_external,spongebob
,,2,2021-05-30T09:10:57.387Z,10.4375,cra,5ee0fac0028,50x29196abf8,true,TempDecimal,temperature_external,spongebob
,,2,2021-05-30T11:29:42.426Z,11.625,cra,5ee0fac0028,50x29196abf8,true,TempDecimal,temperature_external,spongebob
,,2,2021-05-30T12:00:32.705Z,11.8125,cra,5ee0fac0028,50x29196abf8,true,TempDecimal,temperature_external,spongebob
,,2,2021-05-30T12:46:47.543Z,11.9375,cra,5ee0fac0028,50x29196abf8,true,TempDecimal,temperature_external,spongebob
,,2,2021-05-30T18:41:29.103Z,12.0625,cra,5ee0fac0028,50x29196abf8,true,TempDecimal,temperature_external,spongebob
,,2,2021-05-30T19:27:43.222Z,11.5,cra,5ee0fac0028,50x29196abf8,true,TempDecimal,temperature_external,spongebob
,,2,2021-05-30T20:29:23.402Z,10.5625,cra,5ee0fac0028,50x29196abf8,true,TempDecimal,temperature_external,spongebob
,,2,2021-05-30T21:15:39.504Z,9.4375,cra,5ee0fac0028,50x29196abf8,true,TempDecimal,temperature_external,spongebob
,,2,2021-05-30T21:46:30.485Z,9.3125,cra,5ee0fac0028,50x29196abf8,true,TempDecimal,temperature_external,spongebob
,,2,2021-05-30T22:17:20.984Z,8.875,cra,5ee0fac0028,50x29196abf8,true,TempDecimal,temperature_external,spongebob
,,2,2021-05-30T22:32:46.183Z,8.4375,cra,5ee0fac0028,50x29196abf8,true,TempDecimal,temperature_external,spongebob
,,2,2021-05-30T23:03:37.042Z,8.625,cra,5ee0fac0028,50x29196abf8,true,TempDecimal,temperature_external,spongebob
,,2,2021-05-31T00:51:35.923Z,7.625,cra,5ee0fac0028,50x29196abf8,true,TempDecimal,temperature_external,spongebob
,,2,2021-05-31T01:37:47.166Z,7.125,cra,5ee0fac0028,50x29196abf8,true,TempDecimal,temperature_external,spongebob
,,2,2021-05-31T02:08:34.625Z,6,cra,5ee0fac0028,50x29196abf8,true,TempDecimal,temperature_external,spongebob
,,2,2021-05-31T02:23:58.385Z,6.125,cra,5ee0fac0028,50x29196abf8,true,TempDecimal,temperature_external,spongebob
,,2,2021-05-31T02:54:45.964Z,6.0625,cra,5ee0fac0028,50x29196abf8,true,TempDecimal,temperature_external,spongebob
,,2,2021-05-31T03:40:57.783Z,6.1875,cra,5ee0fac0028,50x29196abf8,true,TempDecimal,temperature_external,spongebob
,,2,2021-05-31T04:27:10.386Z,6.25,cra,5ee0fac0028,50x29196abf8,true,TempDecimal,temperature_external,spongebob
,,2,2021-05-31T05:13:25.244Z,6.625,cra,5ee0fac0028,50x29196abf8,true,TempDecimal,temperature_external,spongebob
,,2,2021-05-31T05:44:15.503Z,7,cra,5ee0fac0028,50x29196abf8,true,TempDecimal,temperature_external,spongebob
,,2,2021-05-31T05:59:40.943Z,7.25,cra,5ee0fac0028,50x29196abf8,true,TempDecimal,temperature_external,spongebob
,,2,2021-05-31T07:16:46.883Z,8.5625,cra,5ee0fac0028,50x29196abf8,true,TempDecimal,temperature_external,spongebob
,,3,2021-05-30T00:57:47.665Z,5560,cra,5ee0fac0028,50x29196abf8,true,TempKey,temperature_external,spongebob
,,3,2021-05-30T02:14:52.822Z,5565,cra,5ee0fac0028,50x29196abf8,true,TempKey,temperature_external,spongebob
,,3,2021-05-30T09:10:57.387Z,5592,cra,5ee0fac0028,50x29196abf8,true,TempKey,temperature_external,spongebob
,,3,2021-05-30T11:29:42.426Z,5601,cra,5ee0fac0028,50x29196abf8,true,TempKey,temperature_external,spongebob
,,3,2021-05-30T12:00:32.705Z,5603,cra,5ee0fac0028,50x29196abf8,true,TempKey,temperature_external,spongebob
,,3,2021-05-30T12:46:47.543Z,5606,cra,5ee0fac0028,50x29196abf8,true,TempKey,temperature_external,spongebob
,,3,2021-05-30T18:41:29.103Z,5629,cra,5ee0fac0028,50x29196abf8,true,TempKey,temperature_external,spongebob
,,3,2021-05-30T19:27:43.222Z,5632,cra,5ee0fac0028,50x29196abf8,true,TempKey,temperature_external,spongebob
,,3,2021-05-30T20:29:23.402Z,5636,cra,5ee0fac0028,50x29196abf8,true,TempKey,temperature_external,spongebob
,,3,2021-05-30T21:15:39.504Z,5639,cra,5ee0fac0028,50x29196abf8,true,TempKey,temperature_external,spongebob
,,3,2021-05-30T21:46:30.485Z,5641,cra,5ee0fac0028,50x29196abf8,true,TempKey,temperature_external,spongebob
,,3,2021-05-30T22:17:20.984Z,5643,cra,5ee0fac0028,50x29196abf8,true,TempKey,temperature_external,spongebob
,,3,2021-05-30T22:32:46.183Z,5644,cra,5ee0fac0028,50x29196abf8,true,TempKey,temperature_external,spongebob
,,3,2021-05-30T23:03:37.042Z,5646,cra,5ee0fac0028,50x29196abf8,true,TempKey,temperature_external,spongebob
,,3,2021-05-31T00:51:35.923Z,5653,cra,5ee0fac0028,50x29196abf8,true,TempKey,temperature_external,spongebob
,,3,2021-05-31T01:37:47.166Z,5656,cra,5ee0fac0028,50x29196abf8,true,TempKey,temperature_external,spongebob
,,3,2021-05-31T02:08:34.625Z,5658,cra,5ee0fac0028,50x29196abf8,true,TempKey,temperature_external,spongebob
,,3,2021-05-31T02:23:58.385Z,5659,cra,5ee0fac0028,50x29196abf8,true,TempKey,temperature_external,spongebob
,,3,2021-05-31T02:54:45.964Z,5661,cra,5ee0fac0028,50x29196abf8,true,TempKey,temperature_external,spongebob
,,3,2021-05-31T03:40:57.783Z,5664,cra,5ee0fac0028,50x29196abf8,true,TempKey,temperature_external,spongebob
,,3,2021-05-31T04:27:10.386Z,5667,cra,5ee0fac0028,50x29196abf8,true,TempKey,temperature_external,spongebob
,,3,2021-05-31T05:13:25.244Z,5670,cra,5ee0fac0028,50x29196abf8,true,TempKey,temperature_external,spongebob
,,3,2021-05-31T05:44:15.503Z,5672,cra,5ee0fac0028,50x29196abf8,true,TempKey,temperature_external,spongebob
,,3,2021-05-31T05:59:40.943Z,5673,cra,5ee0fac0028,50x29196abf8,true,TempKey,temperature_external,spongebob
,,3,2021-05-31T07:16:46.883Z,5678,cra,5ee0fac0028,50x29196abf8,true,TempKey,temperature_external,spongebob
,,4,2021-05-30T01:54:57.663Z,8.5,cra,6fd3774d20179,98f4ab6f6370,true,TempDecimal,temperature_external,spongebob
,,4,2021-05-30T06:17:36.226Z,9.1875,cra,6fd3774d20179,98f4ab6f6370,true,TempDecimal,temperature_external,spongebob
,,4,2021-05-30T09:07:07.967Z,11.375,cra,6fd3774d20179,98f4ab6f6370,true,TempDecimal,temperature_external,spongebob
,,5,2021-05-30T01:54:57.663Z,2683,cra,6fd3774d20179,98f4ab6f6370,true,TempKey,temperature_external,spongebob
,,5,2021-05-30T06:17:36.226Z,2700,cra,6fd3774d20179,98f4ab6f6370,true,TempKey,temperature_external,spongebob
,,5,2021-05-30T09:07:07.967Z,2711,cra,6fd3774d20179,98f4ab6f6370,true,TempKey,temperature_external,spongebob
,,6,2021-05-30T00:57:47.665Z,9.4375,cra,b686fbc00a2,50x29196abf8,true,TempDecimal,temperature_external,spongebob
,,6,2021-05-30T02:14:52.822Z,8.9375,cra,b686fbc00a2,50x29196abf8,true,TempDecimal,temperature_external,spongebob
,,6,2021-05-30T09:10:57.387Z,10.9375,cra,b686fbc00a2,50x29196abf8,true,TempDecimal,temperature_external,spongebob
,,6,2021-05-30T11:29:42.426Z,12.375,cra,b686fbc00a2,50x29196abf8,true,TempDecimal,temperature_external,spongebob
,,6,2021-05-30T12:00:32.705Z,12,cra,b686fbc00a2,50x29196abf8,true,TempDecimal,temperature_external,spongebob
,,6,2021-05-30T12:46:47.543Z,12.4375,cra,b686fbc00a2,50x29196abf8,true,TempDecimal,temperature_external,spongebob
,,6,2021-05-30T18:41:29.103Z,11.875,cra,b686fbc00a2,50x29196abf8,true,TempDecimal,temperature_external,spongebob
,,6,2021-05-30T19:27:43.222Z,10.5,cra,b686fbc00a2,50x29196abf8,true,TempDecimal,temperature_external,spongebob
,,6,2021-05-30T20:29:23.402Z,8.75,cra,b686fbc00a2,50x29196abf8,true,TempDecimal,temperature_external,spongebob
,,6,2021-05-30T21:15:39.504Z,8.1875,cra,b686fbc00a2,50x29196abf8,true,TempDecimal,temperature_external,spongebob
,,6,2021-05-30T21:46:30.485Z,7.75,cra,b686fbc00a2,50x29196abf8,true,TempDecimal,temperature_external,spongebob
,,6,2021-05-30T22:17:20.984Z,7.4375,cra,b686fbc00a2,50x29196abf8,true,TempDecimal,temperature_external,spongebob
,,6,2021-05-30T22:32:46.183Z,7,cra,b686fbc00a2,50x29196abf8,true,TempDecimal,temperature_external,spongebob
,,6,2021-05-30T23:03:37.042Z,7.25,cra,b686fbc00a2,50x29196abf8,true,TempDecimal,temperature_external,spongebob
,,6,2021-05-31T00:51:35.923Z,5.9375,cra,b686fbc00a2,50x29196abf8,true,TempDecimal,temperature_external,spongebob
,,6,2021-05-31T01:37:47.166Z,5.5625,cra,b686fbc00a2,50x29196abf8,true,TempDecimal,temperature_external,spongebob
,,6,2021-05-31T02:08:34.625Z,4.9375,cra,b686fbc00a2,50x29196abf8,true,TempDecimal,temperature_external,spongebob
,,6,2021-05-31T02:23:58.385Z,4.8125,cra,b686fbc00a2,50x29196abf8,true,TempDecimal,temperature_external,spongebob
,,6,2021-05-31T02:54:45.964Z,4.375,cra,b686fbc00a2,50x29196abf8,true,TempDecimal,temperature_external,spongebob
,,6,2021-05-31T03:40:57.783Z,4.5,cra,b686fbc00a2,50x29196abf8,true,TempDecimal,temperature_external,spongebob
,,6,2021-05-31T04:27:10.386Z,5.4375,cra,b686fbc00a2,50x29196abf8,true,TempDecimal,temperature_external,spongebob
,,6,2021-05-31T05:13:25.244Z,6.6875,cra,b686fbc00a2,50x29196abf8,true,TempDecimal,temperature_external,spongebob
,,6,2021-05-31T05:44:15.503Z,7.4375,cra,b686fbc00a2,50x29196abf8,true,TempDecimal,temperature_external,spongebob
,,6,2021-05-31T05:59:40.943Z,7.875,cra,b686fbc00a2,50x29196abf8,true,TempDecimal,temperature_external,spongebob
,,6,2021-05-31T07:16:46.883Z,10.1875,cra,b686fbc00a2,50x29196abf8,true,TempDecimal,temperature_external,spongebob
,,7,2021-05-30T00:57:47.665Z,5560,cra,b686fbc00a2,50x29196abf8,true,TempKey,temperature_external,spongebob
,,7,2021-05-30T02:14:52.822Z,5565,cra,b686fbc00a2,50x29196abf8,true,TempKey,temperature_external,spongebob
,,7,2021-05-30T09:10:57.387Z,5592,cra,b686fbc00a2,50x29196abf8,true,TempKey,temperature_external,spongebob
,,7,2021-05-30T11:29:42.426Z,5601,cra,b686fbc00a2,50x29196abf8,true,TempKey,temperature_external,spongebob
,,7,2021-05-30T12:00:32.705Z,5603,cra,b686fbc00a2,50x29196abf8,true,TempKey,temperature_external,spongebob
,,7,2021-05-30T12:46:47.543Z,5606,cra,b686fbc00a2,50x29196abf8,true,TempKey,temperature_external,spongebob
,,7,2021-05-30T18:41:29.103Z,5629,cra,b686fbc00a2,50x29196abf8,true,TempKey,temperature_external,spongebob
,,7,2021-05-30T19:27:43.222Z,5632,cra,b686fbc00a2,50x29196abf8,true,TempKey,temperature_external,spongebob
,,7,2021-05-30T20:29:23.402Z,5636,cra,b686fbc00a2,50x29196abf8,true,TempKey,temperature_external,spongebob
,,7,2021-05-30T21:15:39.504Z,5639,cra,b686fbc00a2,50x29196abf8,true,TempKey,temperature_external,spongebob
,,7,2021-05-30T21:46:30.485Z,5641,cra,b686fbc00a2,50x29196abf8,true,TempKey,temperature_external,spongebob
,,7,2021-05-30T22:17:20.984Z,5643,cra,b686fbc00a2,50x29196abf8,true,TempKey,temperature_external,spongebob
,,7,2021-05-30T22:32:46.183Z,5644,cra,b686fbc00a2,50x29196abf8,true,TempKey,temperature_external,spongebob
,,7,2021-05-30T23:03:37.042Z,5646,cra,b686fbc00a2,50x29196abf8,true,TempKey,temperature_external,spongebob
,,7,2021-05-31T00:51:35.923Z,5653,cra,b686fbc00a2,50x29196abf8,true,TempKey,temperature_external,spongebob
,,7,2021-05-31T01:37:47.166Z,5656,cra,b686fbc00a2,50x29196abf8,true,TempKey,temperature_external,spongebob
,,7,2021-05-31T02:08:34.625Z,5658,cra,b686fbc00a2,50x29196abf8,true,TempKey,temperature_external,spongebob
,,7,2021-05-31T02:23:58.385Z,5659,cra,b686fbc00a2,50x29196abf8,true,TempKey,temperature_external,spongebob
,,7,2021-05-31T02:54:45.964Z,5661,cra,b686fbc00a2,50x29196abf8,true,TempKey,temperature_external,spongebob
,,7,2021-05-31T03:40:57.783Z,5664,cra,b686fbc00a2,50x29196abf8,true,TempKey,temperature_external,spongebob
,,7,2021-05-31T04:27:10.386Z,5667,cra,b686fbc00a2,50x29196abf8,true,TempKey,temperature_external,spongebob
,,7,2021-05-31T05:13:25.244Z,5670,cra,b686fbc00a2,50x29196abf8,true,TempKey,temperature_external,spongebob
,,7,2021-05-31T05:44:15.503Z,5672,cra,b686fbc00a2,50x29196abf8,true,TempKey,temperature_external,spongebob
,,7,2021-05-31T05:59:40.943Z,5673,cra,b686fbc00a2,50x29196abf8,true,TempKey,temperature_external,spongebob
,,7,2021-05-31T07:16:46.883Z,5678,cra,b686fbc00a2,50x29196abf8,true,TempKey,temperature_external,spongebob
,,8,2021-05-30T01:54:57.663Z,8.375,cra,d45b782520169,98f4ab6f6370,true,TempDecimal,temperature_external,spongebob
,,8,2021-05-30T06:17:36.226Z,9.1875,cra,d45b782520169,98f4ab6f6370,true,TempDecimal,temperature_external,spongebob
,,8,2021-05-30T09:07:07.967Z,11.3125,cra,d45b782520169,98f4ab6f6370,true,TempDecimal,temperature_external,spongebob
,,9,2021-05-30T01:54:57.663Z,2683,cra,d45b782520169,98f4ab6f6370,true,TempKey,temperature_external,spongebob
,,9,2021-05-30T06:17:36.226Z,2700,cra,d45b782520169,98f4ab6f6370,true,TempKey,temperature_external,spongebob
,,9,2021-05-30T09:07:07.967Z,2711,cra,d45b782520169,98f4ab6f6370,true,TempKey,temperature_external,spongebob
,,10,2021-05-30T01:54:57.663Z,8.5,cra,f1685d25201f,98f4ab6f6370,true,TempDecimal,temperature_external,spongebob
,,10,2021-05-30T06:17:36.226Z,9.25,cra,f1685d25201f,98f4ab6f6370,true,TempDecimal,temperature_external,spongebob
,,10,2021-05-30T09:07:07.967Z,11.4375,cra,f1685d25201f,98f4ab6f6370,true,TempDecimal,temperature_external,spongebob
,,11,2021-05-30T01:54:57.663Z,2683,cra,f1685d25201f,98f4ab6f6370,true,TempKey,temperature_external,spongebob
,,11,2021-05-30T06:17:36.226Z,2700,cra,f1685d25201f,98f4ab6f6370,true,TempKey,temperature_external,spongebob
,,11,2021-05-30T09:07:07.967Z,2711,cra,f1685d25201f,98f4ab6f6370,true,TempKey,temperature_external,spongebob

#group,false,false,false,false,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,double,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,
,result,table,_time,_value,ScaleCarrier,ScaleSenKey,ScaleUlId,ScaleValid,_field,_measurement,host
,,12,2021-05-30T01:54:57.663Z,42.542,cra,5,98f4ab6f6370,true,ScaleDecimal,scale,spongebob
,,12,2021-05-30T06:17:36.226Z,42.535,cra,5,98f4ab6f6370,true,ScaleDecimal,scale,spongebob
,,12,2021-05-30T09:07:07.967Z,42.475,cra,5,98f4ab6f6370,true,ScaleDecimal,scale,spongebob
,,13,2021-05-30T01:54:57.663Z,2683,cra,5,98f4ab6f6370,true,ScaleKey,scale,spongebob
,,13,2021-05-30T06:17:36.226Z,2700,cra,5,98f4ab6f6370,true,ScaleKey,scale,spongebob
,,13,2021-05-30T09:07:07.967Z,2711,cra,5,98f4ab6f6370,true,ScaleKey,scale,spongebob
,,14,2021-05-30T00:57:47.665Z,43.221,cra,6,50x29196abf8,true,ScaleDecimal,scale,spongebob
,,14,2021-05-30T02:14:52.822Z,43.2,cra,6,50x29196abf8,true,ScaleDecimal,scale,spongebob
,,14,2021-05-30T09:10:57.387Z,43.098,cra,6,50x29196abf8,true,ScaleDecimal,scale,spongebob
,,14,2021-05-30T11:29:42.426Z,43.019,cra,6,50x29196abf8,true,ScaleDecimal,scale,spongebob
,,14,2021-05-30T12:00:32.705Z,42.977,cra,6,50x29196abf8,true,ScaleDecimal,scale,spongebob
,,14,2021-05-30T12:46:47.543Z,42.938,cra,6,50x29196abf8,true,ScaleDecimal,scale,spongebob
,,14,2021-05-30T18:41:29.103Z,42.967,cra,6,50x29196abf8,true,ScaleDecimal,scale,spongebob
,,14,2021-05-30T19:27:43.222Z,42.968,cra,6,50x29196abf8,true,ScaleDecimal,scale,spongebob
,,14,2021-05-30T20:29:23.402Z,42.962,cra,6,50x29196abf8,true,ScaleDecimal,scale,spongebob
,,14,2021-05-30T21:15:39.504Z,42.959,cra,6,50x29196abf8,true,ScaleDecimal,scale,spongebob
,,14,2021-05-30T21:46:30.485Z,42.959,cra,6,50x29196abf8,true,ScaleDecimal,scale,spongebob
,,14,2021-05-30T22:17:20.984Z,42.95,cra,6,50x29196abf8,true,ScaleDecimal,scale,spongebob
,,14,2021-05-30T22:32:46.183Z,42.947,cra,6,50x29196abf8,true,ScaleDecimal,scale,spongebob
,,14,2021-05-30T23:03:37.042Z,42.938,cra,6,50x29196abf8,true,ScaleDecimal,scale,spongebob
,,14,2021-05-31T00:51:35.923Z,42.934,cra,6,50x29196abf8,true,ScaleDecimal,scale,spongebob
,,14,2021-05-31T01:37:47.166Z,42.929,cra,6,50x29196abf8,true,ScaleDecimal,scale,spongebob
,,14,2021-05-31T02:08:34.625Z,42.921,cra,6,50x29196abf8,true,ScaleDecimal,scale,spongebob
,,14,2021-05-31T02:23:58.385Z,42.923,cra,6,50x29196abf8,true,ScaleDecimal,scale,spongebob
,,14,2021-05-31T02:54:45.964Z,42.917,cra,6,50x29196abf8,true,ScaleDecimal,scale,spongebob
,,14,2021-05-31T03:40:57.783Z,42.915,cra,6,50x29196abf8,true,ScaleDecimal,scale,spongebob
,,14,2021-05-31T04:27:10.386Z,42.881,cra,6,50x29196abf8,true,ScaleDecimal,scale,spongebob
,,14,2021-05-31T05:13:25.244Z,42.863,cra,6,50x29196abf8,true,ScaleDecimal,scale,spongebob
,,14,2021-05-31T05:44:15.503Z,42.862,cra,6,50x29196abf8,true,ScaleDecimal,scale,spongebob
,,14,2021-05-31T05:59:40.943Z,42.865,cra,6,50x29196abf8,true,ScaleDecimal,scale,spongebob
,,14,2021-05-31T07:16:46.883Z,42.825,cra,6,50x29196abf8,true,ScaleDecimal,scale,spongebob
,,15,2021-05-30T00:57:47.665Z,5560,cra,6,50x29196abf8,true,ScaleKey,scale,spongebob
,,15,2021-05-30T02:14:52.822Z,5565,cra,6,50x29196abf8,true,ScaleKey,scale,spongebob
,,15,2021-05-30T09:10:57.387Z,5592,cra,6,50x29196abf8,true,ScaleKey,scale,spongebob
,,15,2021-05-30T11:29:42.426Z,5601,cra,6,50x29196abf8,true,ScaleKey,scale,spongebob
,,15,2021-05-30T12:00:32.705Z,5603,cra,6,50x29196abf8,true,ScaleKey,scale,spongebob
,,15,2021-05-30T12:46:47.543Z,5606,cra,6,50x29196abf8,true,ScaleKey,scale,spongebob
,,15,2021-05-30T18:41:29.103Z,5629,cra,6,50x29196abf8,true,ScaleKey,scale,spongebob
,,15,2021-05-30T19:27:43.222Z,5632,cra,6,50x29196abf8,true,ScaleKey,scale,spongebob
,,15,2021-05-30T20:29:23.402Z,5636,cra,6,50x29196abf8,true,ScaleKey,scale,spongebob
,,15,2021-05-30T21:15:39.504Z,5639,cra,6,50x29196abf8,true,ScaleKey,scale,spongebob
,,15,2021-05-30T21:46:30.485Z,5641,cra,6,50x29196abf8,true,ScaleKey,scale,spongebob
,,15,2021-05-30T22:17:20.984Z,5643,cra,6,50x29196abf8,true,ScaleKey,scale,spongebob
,,15,2021-05-30T22:32:46.183Z,5644,cra,6,50x29196abf8,true,ScaleKey,scale,spongebob
,,15,2021-05-30T23:03:37.042Z,5646,cra,6,50x29196abf8,true,ScaleKey,scale,spongebob
,,15,2021-05-31T00:51:35.923Z,5653,cra,6,50x29196abf8,true,ScaleKey,scale,spongebob
,,15,2021-05-31T01:37:47.166Z,5656,cra,6,50x29196abf8,true,ScaleKey,scale,spongebob
,,15,2021-05-31T02:08:34.625Z,5658,cra,6,50x29196abf8,true,ScaleKey,scale,spongebob
,,15,2021-05-31T02:23:58.385Z,5659,cra,6,50x29196abf8,true,ScaleKey,scale,spongebob
,,15,2021-05-31T02:54:45.964Z,5661,cra,6,50x29196abf8,true,ScaleKey,scale,spongebob
,,15,2021-05-31T03:40:57.783Z,5664,cra,6,50x29196abf8,true,ScaleKey,scale,spongebob
,,15,2021-05-31T04:27:10.386Z,5667,cra,6,50x29196abf8,true,ScaleKey,scale,spongebob
,,15,2021-05-31T05:13:25.244Z,5670,cra,6,50x29196abf8,true,ScaleKey,scale,spongebob
