#group,false,false,false,false,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,double,string,string,string,string,string,string
#default,_result,,,,,,,,,
,result,table,_time,_value,BatCarrier,BatSenKey,BatValid,_field,_measurement,host
,,1,2021-09-25T06:22:13.18Z,12.9993,labjack,2,true,BatDecimal,rpi,spongebob
,,1,2021-09-25T06:27:13.711Z,13.0098,labjack,2,true,BatDecimal,rpi,spongebob
,,1,2021-09-25T06:32:14.218Z,13.0028,labjack,2,true,BatDecimal,rpi,spongebob
,,1,2021-09-25T06:37:14.733Z,13.0098,labjack,2,true,BatDecimal,rpi,spongebob
,,1,2021-09-25T06:42:15.239Z,13.0098,labjack,2,true,BatDecimal,rpi,spongebob
,,1,2021-09-25T06:47:16.03Z,13.0063,labjack,2,true,BatDecimal,rpi,spongebob
,,1,2021-09-25T06:52:16.674Z,13.0063,labjack,2,true,BatDecimal,rpi,spongebob
,,1,2021-09-25T06:57:17.296Z,13.0063,labjack,2,true,BatDecimal,rpi,spongebob
,,1,2021-09-25T07:02:17.963Z,13.0063,labjack,2,true,BatDecimal,rpi,spongebob
,,1,2021-09-25T07:07:18.621Z,13.0063,labjack,2,true,BatDecimal,rpi,spongebob
,,1,2021-09-25T07:09:23.272Z,13.0028,labjack,2,true,BatDecimal,rpi,spongebob
,,1,2021-09-25T07:14:23.793Z,13.0098,labjack,2,true,BatDecimal,rpi,spongebob
,,1,2021-09-25T07:14:41.02Z,13.0028,labjack,2,true,BatDecimal,rpi,spongebob
,,1,2021-09-25T07:18:06.859Z,13.0029,labjack,2,true,BatDecimal,rpi,spongebob
,,1,2021-09-25T07:20:05.68Z,13.0098,labjack,2,true,BatDecimal,rpi,spongebob
,,1,2021-09-25T07:25:06.452Z,13.0063,labjack,2,true,BatDecimal,rpi,spongebob
,,1,2021-09-25T07:30:07.211Z,12.9993,labjack,2,true,BatDecimal,rpi,spongebob
,,1,2021-09-25T07:35:07.992Z,13.0063,labjack,2,true,BatDecimal,rpi,spongebob
,,1,2021-09-25T07:40:08.818Z,13.0097,labjack,2,true,BatDecimal,rpi,spongebob
,,1,2021-09-25T07:45:09.587Z,13.0098,labjack,2,true,BatDecimal,rpi,spongebob

